λ,final_spectrum,normalized_spectrum
623.0,0.05335981250880394,3.6222617448875096e-05
623.5,0.053732945873793875,3.647591419978126e-05
624.0,0.05420109702991519,3.679371254724796e-05
624.5,0.054756746588805395,3.717090805189849e-05
625.0,0.05539393723537281,3.760345666755947e-05
625.5,0.0561079889936348,3.808818145316387e-05
626.0,0.056895278605979885,3.862262280722118e-05
626.5,0.057753067529852514,3.9204921705595195e-05
627.0,0.058679367191729004,3.98337282309112e-05
627.5,0.05967283308816548,4.050812968442427e-05
628.0,0.06073268145189947,4.1227594015881924e-05
628.5,0.06185862375308404,4.199192536053546e-05
629.0,0.06305081544947208,4.2801229248866485e-05
629.5,0.0643098162506863,4.365588563250137e-05
630.0,0.06563655980165671,4.455652830420555e-05
630.5,0.06703233117615379,4.550402961966007e-05
631.0,0.06849875094397842,4.6499489681679886e-05
631.5,0.07003776486427826,4.7544229343655216e-05
632.0,0.0716516384841169,4.8639786542860166e-05
632.5,0.0733429561016254,4.97879155966016e-05
633.0,0.07511462369855686,5.09905891929458e-05
633.5,0.07696987556666954,5.225000288895286e-05
634.0,0.07891228445280166,5.35685819975292e-05
634.5,0.08094577513396461,5.4948990802703794e-05
635.0,0.0830746414103569,5.6394144095115494e-05
635.5,0.08530356657417797,5.790722106700217e-05
636.0,0.08763764747822293,5.9491681650854404e-05
636.5,0.09008242239280043,6.11512854297233e-05
637.0,0.09264390290461542,6.289011329136384e-05
637.5,0.09532861017884017,6.471259204427194e-05
638.0,0.09814361597755154,6.66235222625193e-05
638.5,0.10109658890597552,6.862810967941733e-05
639.0,0.10419584644460078,7.073200050884336e-05
639.5,0.10745041342245257,7.294132113906513e-05
640.0,0.11087008769719252,7.52627227188257e-05
640.5,0.11446551393414404,7.770343124127892e-05
641.0,0.11824826652224783,8.027130383041176e-05
641.5,0.12223094283435465,8.297489204958587e-05
642.0,0.1264272682369807,8.58235131860496e-05
642.5,0.1308522144864681,8.88273306226377e-05
643.0,0.13552213342142033,9.199744459314918e-05
643.5,0.14045490818383935,9.53459948368572e-05
644.0,0.14567012458400608,9.888627692733813e-05
644.5,0.15118926567960933,0.00010263287435999248
645.0,0.15703593318373318,0.00010660180885198878
645.5,0.1632360999686021,0.00011081071175115983
646.0,0.16981839871677434,0.00011527901998312586
646.5,0.17681445271913573,0.00012002820060922713
647.0,0.1842592559676761,0.00012508200884758116
647.5,0.19219161108864158,0.00013046678535832978
648.0,0.2006546353690225,0.00013621179975316488
648.5,0.20969634722377808,0.0001423496487110062
649.0,0.21937034803155445,0.00014891671883334546
649.5,0.22973661745993162,0.00015595372654048691
650.0,0.24086244437154414,0.00016350635000510734
650.5,0.2528235203629643,0.00017162597148696041
651.0,0.2657052292176719,0.00018037055266132034
651.5,0.2796041734191843,0.0001898056708726442
652.0,0.2946299888554398,0.00020000575102313356
652.5,0.31090751159698427,0.0002110555364620357
653.0,0.32857937701650275,0.00022305185336426634
653.5,0.34780915270798873,0.00023610573747200096
654.0,0.3687851342575863,0.00025034501080453697
654.5,0.39172496910914517,0.0002659174205095241
655.0,0.4168813215967073,0.0002829944844968774
655.5,0.4445488559365919,0.0003017762317524904
656.0,0.47507289959015153,0.0003224970833498087
656.5,0.5088602654959525,0.0003454331989819442
657.0,0.5463928705928602,0.00037091172171964447
657.5,0.588245007862635,0.00039932250291365134
658.0,0.635105436487333,0.0004311330978118754
658.5,0.6878058895940895,0.0004669081176726266
659.0,0.7473582221407336,0.0005073344471255153
659.5,0.8150033264060361,0.0005532544498183105
660.0,0.8922762761179477,0.0006057101906644561
660.5,0.9810941568870652,0.0006660030583949927
661.0,1.083876081819291,0.0007357752366024168
661.5,1.2037096110653445,0.0008171226754959137
662.0,1.3445852710124206,0.000912754292216434
662.5,1.5117329834878448,0.001026220351443177
663.0,1.7121143396289313,0.0011622466391327713
663.5,1.9551590210221548,0.0013272343724693141
664.0,2.2538942089414853,0.0015300268846943964
664.5,2.6267262407602043,0.001783119079481027
665.0,3.100343294553051,0.002104627880771718
665.5,3.714623884896276,0.002521624301563125
666.0,4.5313064108527765,0.003076018654242353
666.5,5.650111996946995,0.003835505332312462
667.0,7.240651168699344,0.004915222243730212
667.5,9.610586482525047,0.0065240221291706715
668.0,13.36603419337997,0.009073359156115948
668.5,19.839982110537655,0.013468114830125359
669.0,32.45433284549233,0.02203120340849716
669.5,62.32657845793679,0.042309590349603514
670.0,163.94929148157271,0.1112948525703926
670.5,1022.8016035679373,0.6943156182571796
671.0,1473.107584898204,1.0
671.5,192.22112584415618,0.13048682106774923
672.0,68.73151390453864,0.04665749780202794
672.5,34.819707252937214,0.02363690718172723
673.0,20.95900469430355,0.014227748814253698
673.5,13.980606099989082,0.00949055333318047
674.0,9.98347050319579,0.006777149615915986
674.5,7.483590933587298,0.005080138755856338
675.0,5.817073148223438,0.003948844746886164
675.5,4.650914398744854,0.0031572129873095765
676.0,3.803198892777677,0.002581752298180237
676.5,3.1677384627511502,0.002150378217603197
677.0,2.6791740923330365,0.0018187226240629093
677.5,2.29549251872423,0.0015582653583871508
