λ,final_spectrum,normalized_spectrum
416.5,4.538635470724546e-19,6.0946519767330025e-06
417.0,4.560421691320796e-19,6.123907340658777e-06
417.5,4.58237242474492e-19,6.153383618654005e-06
418.0,4.604489574791237e-19,6.1830833672059565e-06
418.5,4.626775086047716e-19,6.213009197581164e-06
419.0,4.649230945822966e-19,6.243163778413058e-06
419.5,4.671859186231827e-19,6.273549838502576e-06
420.0,4.694661886456878e-19,6.304170169855002e-06
420.5,4.717641175205457e-19,6.3350276309793446e-06
421.0,4.740799233384407e-19,6.3661251504800905e-06
421.5,4.764138297017675e-19,6.397465730975066e-06
422.0,4.787660660435442e-19,6.429052453377922e-06
422.5,4.811368679767383e-19,6.460888481589011e-06
423.0,4.835264776777332e-19,6.492977067644731e-06
423.5,4.85935144308203e-19,6.525321557382613e-06
424.0,4.883631244802869e-19,6.557925396687859e-06
424.5,4.908106827706967e-19,6.59079213839698e-06
425.0,4.932780922902465e-19,6.623925449945644e-06
425.5,4.957656353163112e-19,6.657329121861586e-06
426.0,4.98273603996907e-19,6.691007077219251e-06
426.5,5.008023011365039e-19,6.724963382191995e-06
427.0,5.033520410753536e-19,6.759202257860026e-06
427.5,5.059231506760917e-19,6.793728093458878e-06
428.0,5.085159704337692e-19,6.828545461285334e-06
428.5,5.1113085572828675e-19,6.8636591335155855e-06
429.0,5.137681782416335e-19,6.899074101236457e-06
429.5,5.164283275664416e-19,6.934795596045685e-06
430.0,5.191117130373584e-19,6.970829114644281e-06
430.5,5.218187658227718e-19,7.007180446925008e-06
431.0,5.245499413218321e-19,7.043855708160507e-06
431.5,5.273057219207449e-19,7.0808613760158394e-06
432.0,5.300866201734415e-19,7.118204333259738e-06
432.5,5.328931824854956e-19,7.155891917233638e-06
433.0,5.35725993397247e-19,7.193931977367086e-06
433.5,5.38585680583407e-19,7.232332942314346e-06
434.0,5.414729207131973e-19,7.271103898646558e-06
434.5,5.443884463488164e-19,7.310254683486974e-06
435.0,5.473330541028692e-19,7.349795994052011e-06
435.5,5.503076143300349e-19,7.389739517794649e-06
436.0,5.533130826984619e-19,7.430098087789517e-06
436.5,5.563505140771104e-19,7.47088586921739e-06
437.0,5.594210792933877e-19,7.512118584393091e-06
437.5,5.62526085470312e-19,7.553813785860635e-06
438.0,5.6566700085709625e-19,7.595991189827735e-06
438.5,5.688454853396945e-19,7.638673085873001e-06
439.0,5.720634281842048e-19,7.681884843778684e-06
439.5,5.753229950628159e-19,7.725655545012923e-06
440.0,5.786266870922474e-19,7.770018775520345e-06
440.5,5.81977415555808e-19,7.815013629118215e-06
441.0,5.853785972968504e-19,7.860685988475957e-06
441.5,5.888342776352253e-19,7.907090175683949e-06
442.0,5.923492903305006e-19,7.954291100300356e-06
442.5,5.959294679993566e-19,8.00236708491576e-06
443.0,5.995819221228645e-19,8.051413625197195e-06
443.5,6.033154203641739e-19,8.101548456653251e-06
444.0,6.071409020078321e-19,8.1529184761489e-06
444.5,6.110721926739514e-19,8.205709339358614e-06
445.0,6.151270117306984e-19,8.260158988683618e-06
445.5,6.1932841819870405e-19,8.316577069405137e-06
446.0,6.237069280927031e-19,8.37537336215157e-06
446.5,6.283036852863503e-19,8.437100362474756e-06
447.0,6.331753313040249e-19,8.502518674262691e-06
447.5,6.384017009976575e-19,8.5727003502089e-06
448.0,6.440983876340113e-19,8.649197620573597e-06
448.5,6.504380472525022e-19,8.7343289761867e-06
449.0,6.576881497664742e-19,8.83168610456441e-06
449.5,6.662814671672435e-19,8.947080432267342e-06
450.0,6.769562686149561e-19,9.090425717792437e-06
450.5,6.910577436072749e-19,9.279785676289097e-06
451.0,7.112533248865429e-19,9.550979607061672e-06
451.5,7.434656233542595e-19,9.983538577258152e-06
452.0,8.031245423362112e-19,1.0784661185249978e-05
452.5,9.416515105353564e-19,1.2644853892973585e-05
453.0,1.4253601547577117e-18,1.914027716212191e-05
453.5,6.233529348354657e-18,8.370619806333113e-05
454.0,6.002361699208923e-18,8.060199112952806e-05
454.5,1.4308506412291336e-18,1.921400549840739e-05
455.0,9.619648850133968e-19,1.2917629595528395e-05
455.5,8.328835474727048e-19,1.1184276401432529e-05
456.0,7.821070481365126e-19,1.050243029581986e-05
456.5,7.586824920874303e-19,1.0187876466261387e-05
457.0,7.472817665191519e-19,1.003478319611646e-05
457.5,7.420207278753617e-19,9.964135972348728e-06
458.0,7.402554656701629e-19,9.94043136144141e-06
458.5,7.4066110332325985e-19,9.945878417809412e-06
459.0,7.425204923156104e-19,9.970846998940992e-06
459.5,7.45424839948985e-19,1.000984768132459e-05
460.0,7.491351313774288e-19,1.0059670882889201e-05
460.5,7.535133834594002e-19,1.0118463713637872e-05
461.0,7.58487084491394e-19,1.0185252458893681e-05
461.5,7.640308424171984e-19,1.0259696144488107e-05
462.0,7.701579463734101e-19,1.0341973221991345e-05
462.5,7.769185892597389e-19,1.0432757700711712e-05
463.0,7.844036864226084e-19,1.0533270426428454e-05
463.5,7.927547719583471e-19,1.0645411972707188e-05
464.0,8.021820602599519e-19,1.0772005178205217e-05
464.5,8.129951014383178e-19,1.0917206799303248e-05
465.0,8.256546079990806e-19,1.1087203458393168e-05
465.5,8.408621946511778e-19,1.1291416704088677e-05
466.0,8.597220792305452e-19,1.1544674392603256e-05
466.5,8.840482147218713e-19,1.1871334973112088e-05
467.0,9.169877849734526e-19,1.2313660024862691e-05
467.5,9.643981968530221e-19,1.2950305030489055e-05
468.0,1.038239837287681e-18,1.394187860528522e-05
468.5,1.1662730895734155e-18,1.5661157712770443e-05
469.0,1.4264410516036183e-18,1.9154791855229655e-05
469.5,2.1201503815766816e-18,2.847018403966414e-05
470.0,5.580009747286095e-18,7.493048881288005e-05
470.5,3.318554488508353e-17,0.00044562809249042493
471.0,3.4008343635370486e-17,0.0004566769464075017
471.5,4.184397080891131e-18,5.618967221533158e-05
472.0,1.945812305815378e-18,2.6129106187274214e-05
472.5,1.4005440167284196e-18,1.8807036641549856e-05
473.0,1.1873302361942817e-18,1.5943921069962315e-05
473.5,1.0838346018414653e-18,1.4554142409481056e-05
474.0,1.0272692784864736e-18,1.379456177776091e-05
474.5,9.94202240813839e-19,1.3350525045099375e-05
475.0,9.742377492913478e-19,1.3082434275292308e-05
475.5,9.62180443814041e-19,1.2920524200920086e-05
476.0,9.55196723505766e-19,1.2826744153907446e-05
476.5,9.516340819524552e-19,1.277890365090752e-05
477.0,9.504765693745373e-19,1.2763360132670365e-05
477.5,9.510725847200686e-19,1.2771363652951375e-05
478.0,9.529897306201763e-19,1.2797107815762299e-05
478.5,9.559332376836064e-19,1.2836634345835881e-05
479.0,9.596981006007448e-19,1.2887190354063621e-05
479.5,9.641400169874477e-19,1.2946838093260398e-05
480.0,9.69157311665859e-19,1.3014212230546533e-05
480.5,9.74679594814848e-19,1.3088367544687e-05
481.0,9.806608031579807e-19,1.3168685480522252e-05
481.5,9.870753664722559e-19,1.3254822671392498e-05
482.0,9.939169600035345e-19,1.3346694186098555e-05
482.5,1.0011999096069652e-18,1.344449239766083e-05
483.0,1.008964046281578e-18,1.3548752171852389e-05
483.5,1.0172850114208144e-18,1.3660489250014513e-05
484.0,1.0262944310337459e-18,1.3781471156156457e-05
484.5,1.0362198444244474e-18,1.3914753374417256e-05
485.0,1.0474679220124772e-18,1.4065796829544945e-05
485.5,1.0608123830254586e-18,1.4244991316997844e-05
486.0,1.0778676024746817e-18,1.447401527717332e-05
486.5,1.102475750543981e-18,1.480446282961875e-05
487.0,1.1457479047612374e-18,1.5385537740654945e-05
487.5,1.2518343357981826e-18,1.6810106602363174e-05
488.0,1.7508807681114408e-18,2.3511491511546035e-05
488.5,8.953824402832524e-18,0.0001202353525592392
489.0,1.744814741233001e-18,2.3430034600225294e-05
489.5,1.2896795960259913e-18,1.7318307121098748e-05
490.0,1.2075036962666143e-18,1.6214817948771924e-05
490.5,1.1867392702166414e-18,1.5935985354509862e-05
491.0,1.1851212723633298e-18,1.591425826521476e-05
491.5,1.1923177666500773e-18,1.6010895521969975e-05
492.0,1.2053625874206283e-18,1.618606632651726e-05
492.5,1.2240836530859724e-18,1.643745990196478e-05
493.0,1.2504942712851949e-18,1.6792111707453215e-05
493.5,1.2903680613410857e-18,1.7327552094660996e-05
494.0,1.3598144959207214e-18,1.8260105177009044e-05
494.5,1.5150530291938003e-18,2.0344707123520654e-05
495.0,2.0715180499588552e-18,2.7817130632005465e-05
495.5,8.525807988257039e-18,0.00011448778568811039
496.0,4.746801878709576e-18,6.374185730456748e-05
496.5,1.901971023458252e-18,2.5540388807559837e-05
497.0,1.56590141685698e-18,2.102751857287376e-05
497.5,1.4877355117634595e-18,1.997787713093769e-05
498.0,1.47973660562958e-18,1.9870464783338936e-05
498.5,1.507549794423942e-18,2.0243950839133028e-05
499.0,1.5725395810668538e-18,2.111665836143917e-05
499.5,1.718229342046925e-18,2.307303576930621e-05
500.0,2.2667785064685772e-18,3.043916215430084e-05
500.5,1.0156689027677308e-17,0.00013638787529617128
501.0,2.63208015231273e-18,3.534457130713695e-05
501.5,2.3469149621198814e-18,3.151526489706116e-05
502.0,2.8348670272678567e-18,3.8067670433014694e-05
502.5,4.596776443905439e-18,6.172725882295977e-05
503.0,2.1056851858619066e-17,0.0002827593990125395
503.5,3.4369737808497877e-17,0.0004615298845335923
504.0,3.853408740422919e-17,0.0005174503515090541
504.5,6.828828246904757e-18,9.170009762234584e-05
505.0,3.6600366636308396e-18,4.914836150820444e-05
505.5,2.875084398091929e-18,3.8607724553185765e-05
506.0,2.752572143376723e-18,3.6962583496605494e-05
506.5,3.187745184633445e-18,4.2806252267150735e-05
507.0,5.761963278418805e-18,7.73738298904892e-05
507.5,2.40570075406977e-17,0.0003230466282386582
508.0,6.641114434725136e-17,0.0008917940530448938
508.5,9.460426926627513e-18,0.0001270382035327988
509.0,3.8603326920655844e-18,5.1838012601590684e-05
509.5,2.9995940726147573e-18,4.0279687721075514e-05
510.0,2.9704025140028865e-18,3.9887692392203345e-05
510.5,3.640016296741323e-18,4.887952042276112e-05
511.0,7.192051798693283e-18,9.657760133944987e-05
511.5,3.9834566298478364e-17,0.0005349136757056324
512.0,2.288238478806263e-17,0.0003072733480811309
512.5,1.1146544357963447e-17,0.00014968002837680862
513.0,4.459794493998142e-18,5.988781320728009e-05
513.5,4.2317580311178184e-18,5.6825653031109574e-05
514.0,7.75886022247458e-18,0.00010418891998953772
514.5,6.242503000170992e-17,0.000838266996659245
515.0,1.6879622300734425e-17,0.00022666597501661562
515.5,1.9013228347043173e-17,0.00025531684682948057
516.0,9.407268183521406e-18,0.00012632436775364875
516.5,3.9449480768463075e-18,5.2974260104705384e-05
517.0,2.8160188519330066e-18,3.781456998067981e-05
517.5,2.666034606367114e-18,3.5800524603796855e-05
518.0,2.8274661553446413e-18,3.7968288715784224e-05
518.5,3.635596553461386e-18,4.882017043245793e-05
519.0,1.0797400643224538e-17,0.00014499159405569382
519.5,1.5366581357786765e-17,0.00020634828695090759
520.0,9.798956767129792e-18,0.0001315841107221042
520.5,3.4001235055495487e-17,0.00045658148969883586
521.0,2.473324346544248e-17,0.00033212738090555106
521.5,7.907178205639707e-18,0.00010618059016246325
522.0,3.299097878884801e-18,4.430153851014402e-05
522.5,2.6698654464249567e-18,3.5851966578111996e-05
523.0,2.4500749166620242e-18,3.29005359216354e-05
523.5,2.3524402508063902e-18,3.1589460570700215e-05
524.0,2.3075671732312755e-18,3.09868878531746e-05
524.5,2.2906081950073205e-18,3.075915625670095e-05
525.0,2.2907778136554227e-18,3.076143396028745e-05
525.5,2.3029137941762316e-18,3.092440051300541e-05
526.0,2.324527290589976e-18,3.1214634746381964e-05
526.5,2.354634149428501e-18,3.161892107410536e-05
527.0,2.393293400799524e-18,3.213805217486726e-05
527.5,2.4415010504532535e-18,3.2785402791921445e-05
528.0,2.501343236718128e-18,3.358898638254856e-05
528.5,2.5764528975472526e-18,3.459758741648639e-05
529.0,2.6729727499605317e-18,3.589369262938348e-05
529.5,2.801544843579262e-18,3.7620207502808646e-05
530.0,2.9816681718908275e-18,4.003897192227095e-05
530.5,3.2522618071951237e-18,4.36726059625818e-05
531.0,3.701329930270077e-18,4.9702863165744283e-05
531.5,4.569756904676231e-18,6.136443019476103e-05
532.0,6.779752497234887e-18,9.104108982878232e-05
532.5,1.858175978078103e-17,0.0002495229231552183
533.0,1.2860330097537522e-16,0.001726933937655133
533.5,3.119503275727833e-17,0.00041889874012738463
534.0,9.933343782856126e-17,0.0013338871057667898
534.5,4.426995750860747e-17,0.0005944737923547056
535.0,1.051590051018839e-17,0.00014121150342421274
535.5,1.3642237455203782e-17,0.0001831931425419049
536.0,8.106859294802403e-18,0.00010886198361790054
536.5,5.432910125287606e-18,7.295517925613646e-05
537.0,4.792348467540882e-18,6.435347418687649e-05
537.5,9.412215855057685e-18,0.00012639080696495643
538.0,5.3450809131302444e-18,7.177577525918071e-05
538.5,6.396292999833255e-18,8.589185015331042e-05
539.0,8.665937699236555e-18,0.0001163695006342195
539.5,2.1758931286423276e-17,0.00029218718804757167
540.0,2.4344849241783034e-16,0.0032691187585288414
540.5,3.139063159900894e-17,0.00042152531561486217
541.0,1.0948069699686883e-17,0.00014701483533321845
541.5,7.761419993032672e-18,0.00010422329356016813
542.0,7.662913740694526e-18,0.00010290051421512988
542.5,4.669840370626498e-18,6.270838896282378e-05
543.0,4.7614299917969166e-18,6.393828915929275e-05
543.5,6.61552558709614e-18,8.883578854612592e-05
544.0,4.052189811364637e-18,5.441434282006404e-05
544.5,4.1627968928590965e-18,5.589961669195589e-05
545.0,5.061419920621935e-18,6.79666677865402e-05
545.5,3.7835158364418075e-18,5.080648670797419e-05
546.0,3.690056670641892e-18,4.9551481556623394e-05
546.5,3.681056874043007e-18,4.943062887196654e-05
547.0,3.696187310463465e-18,4.9633806115068764e-05
547.5,3.723395968482041e-18,4.99991743021523e-05
548.0,3.758500820500884e-18,5.047057557931944e-05
548.5,3.799573018651778e-18,5.1022108645289936e-05
549.0,3.8455844598819914e-18,5.1639967742049004e-05
549.5,3.8959621714693925e-18,5.231645877440861e-05
550.0,3.950412766598453e-18,5.304764203285311e-05
550.5,4.00885243313571e-18,5.383239205624297e-05
551.0,4.071393734371903e-18,5.46722203871703e-05
551.5,4.138380744613179e-18,5.557174738601353e-05
552.0,4.210490378868376e-18,5.654006292443849e-05
552.5,4.288957014315381e-18,5.7593742687705174e-05
553.0,4.3760697977872145e-18,5.876352620834682e-05
553.5,4.476357032158421e-18,6.0110221256107476e-05
554.0,4.599764592433739e-18,6.176738481556756e-05
554.5,4.77179244707034e-18,6.407744014183662e-05
555.0,5.075381539550399e-18,6.81541497047282e-05
555.5,5.91934426542352e-18,7.948720151889045e-05
556.0,1.2540845187834103e-17,0.00016840322913559322
556.5,1.5356576972862585e-17,0.00020621394427292113
557.0,6.3683359422221305e-18,8.551643217243855e-05
557.5,5.5781486897060476e-18,7.490549782531956e-05
558.0,5.437450006676183e-18,7.301614250656161e-05
558.5,5.447027812540096e-18,7.314475691901616e-05
559.0,5.512166878289943e-18,7.401946901783001e-05
559.5,5.605225673202683e-18,7.526909783694463e-05
560.0,5.716288608880061e-18,7.676049309182691e-05
560.5,5.841720249003101e-18,7.84448367637339e-05
561.0,5.9808168193047035e-18,8.03126783046852e-05
561.5,6.1348757190036454e-18,8.238143968382628e-05
562.0,6.307402704611143e-18,8.469819753022072e-05
562.5,6.5055124313456656e-18,8.73584901345524e-05
563.0,6.743850300896851e-18,9.055898150946022e-05
563.5,7.056028047172143e-18,9.47510227753895e-05
564.0,7.535156705527394e-18,0.00010118494425595312
564.5,8.53853712373619e-18,0.0001146587173507445
565.0,1.3001681791086874e-17,0.00017459151795738102
565.5,4.2532883435446826e-17,0.0005711477023833732
566.0,2.1942211188492486e-17,0.00029464834013754823
566.5,1.322424590039169e-17,0.00017758019329267485
567.0,9.646633846976045e-18,0.00012953866073519752
567.5,9.441599647058866e-18,0.00012678538367674361
568.0,1.0104044597124482e-17,0.0001356809459011971
568.5,1.3594114396518326e-17,0.0001825469278444797
569.0,5.90838761351476e-17,0.0007934007143839638
569.5,1.3647800650862815e-17,0.0001832678472447588
570.0,1.1255274158423467e-17,0.00015114009340643669
570.5,1.1255884049248044e-17,0.00015114828325191686
571.0,1.2052669132924976e-17,0.0001618478157801103
571.5,1.5705644783061838e-17,0.00021090135931906738
572.0,4.097254607870207e-17,0.0005501949001215589
572.5,1.519592666388901e-17,0.00020405667094823115
573.0,1.4610037562471816e-17,0.0001961891297166623
573.5,1.5881394629906252e-17,0.00021326139496940754
574.0,1.9314931276462227e-17,0.0002593682282788844
574.5,3.8125278710975565e-17,0.0005119607132102415
575.0,7.504352519298932e-17,0.0010077129395136284
575.5,3.537553805077014e-17,0.0004750361519443667
576.0,8.435096551108955e-17,0.0011326967808001336
576.5,4.755532155159437e-16,0.006385909077036525
577.0,5.736774423417093e-17,0.0007703558438494452
577.5,3.1415687452577966e-17,0.0004218617751266873
578.0,2.7339434451202587e-17,0.0003671243026578302
578.5,2.7379963141250715e-17,0.000367668537290705
579.0,2.925100433725568e-17,0.0003927935886356197
579.5,3.311082434518811e-17,0.00044462471672007805
580.0,4.4346665311966846e-17,0.0005955038538531243
580.5,1.2336896350500165e-16,0.00165664526737863
581.0,6.121929533288719e-17,0.0008220759338824345
581.5,7.896248193478265e-17,0.0010603381781060745
582.0,3.6025059711301455e-16,0.0048375817533184125
582.5,1.0563079783747256e-16,0.0014184504461673875
583.0,1.1640527412830356e-16,0.001563134203318065
583.5,1.6350237578377232e-16,0.00219557196033642
584.0,2.867166330149827e-16,0.0038501397731508825
584.5,7.140817924047924e-16,0.009588961342458617
585.0,4.663187530870696e-15,0.06261905210545746
585.5,4.6140616382469566e-15,0.061959370973277327
586.0,7.655149210074945e-16,0.010279624915089575
586.5,4.0680677117478664e-16,0.005462755729296281
587.0,4.503480094456992e-16,0.006047444003137442
587.5,9.065955706537838e-16,0.012174109426550615
588.0,6.563702865708244e-15,0.0881398933737031
588.5,3.255592422636076e-15,0.043717330730878065
589.0,6.281084741505031e-16,0.008434478993249037
589.5,2.957221520465407e-16,0.003971069300805655
590.0,2.6349368079042526e-16,0.0035382931562680767
590.5,2.75088177285069e-16,0.0036939884559591607
591.0,1.6759188883567748e-16,0.002250487493796723
591.5,1.7633488145279053e-16,0.0023678917171148467
592.0,1.9715684947896702e-16,0.002647497006873773
592.5,2.2077850649134002e-16,0.002964697582978171
593.0,3.4280964222973365e-16,0.004603377991326199
593.5,7.071939297299464e-16,0.009496468508131004
594.0,2.5726070297759816e-15,0.03454594364433148
594.5,2.8389367963883682e-14,0.38122320837470314
595.0,2.289356302021639e-15,0.0307423453625257
595.5,6.831468005759838e-16,0.009173554530618824
596.0,3.900102421667097e-16,0.005237205562552029
596.5,4.30852052558607e-16,0.0057856448942496565
597.0,5.490998743361912e-16,0.007373521526752325
597.5,5.1480832342900426e-15,0.06913041565605844
598.0,6.703840808238891e-16,0.009002171885620512
598.5,2.47896473272942e-16,0.0033288479337092156
599.0,1.9328204495110744e-16,0.0025954646609682684
599.5,1.296340094724753e-16,0.0017407746825658136
600.0,1.2448855334764908e-16,0.0016716795447327705
600.5,1.1547437187687375e-16,0.0015506336945563066
601.0,1.273823508760546e-16,0.0017105385563024886
601.5,1.6221512016715602e-16,0.0021782862033308706
602.0,2.6227698710811875e-16,0.003521954931698646
602.5,7.532228813152141e-16,0.010114562740583902
603.0,8.099381423862794e-15,0.10876156792865249
603.5,7.737483762205694e-16,0.010390186876748283
604.0,3.0943301434531653e-16,0.004155183963794018
604.5,2.4302664383746933e-16,0.003263454015676583
605.0,2.517938299446947e-16,0.003381183118362719
605.5,3.1465808014296834e-16,0.004225348130530094
606.0,4.697640984045582e-16,0.006308170615170558
606.5,9.240924034004523e-16,0.012409063537701177
607.0,3.366477120412512e-15,0.04520633253957524
607.5,2.494965128417952e-14,0.3350333872344436
608.0,2.3962700073068306e-15,0.03217802317683631
608.5,1.456637594927627e-15,0.019560282500264415
609.0,2.875013007351485e-15,0.0386067658912263
609.5,2.8253685252751235e-14,0.3794012094304261
610.0,6.178491647825067e-15,0.08296713093072892
610.5,1.4946940435575356e-15,0.02007131893702122
611.0,7.884042076333775e-16,0.010586990943668592
611.5,6.139392534186727e-16,0.008244209319248913
612.0,6.359140648918403e-16,0.008539295428382712
612.5,9.224038465557217e-16,0.01238638895548821
613.0,1.7242496974186162e-15,0.023153879386299436
613.5,2.932049243238499e-15,0.039372670115164134
614.0,1.587412639993216e-14,0.21316379441861494
614.5,3.058959677577584e-14,0.41076871597089426
615.0,3.967482259542301e-15,0.05327685766293201
615.5,1.945356749963055e-15,0.026122988810380256
616.0,3.729059528590473e-15,0.05007522673692669
616.5,1.1290496815466529e-14,0.15161307661418263
617.0,1.3870734611299155e-15,0.018626148908142598
617.5,6.362508618390566e-16,0.008543818065623243
618.0,4.241148540198515e-16,0.005695175235126947
618.5,3.175766093344783e-16,0.00426453924825903
619.0,2.5977878654900705e-16,0.0034884081463838193
619.5,2.3400854598078815e-16,0.003142355574783687
620.0,2.459065300632118e-16,0.003302126220994023
620.5,3.319076332641674e-16,0.004456981677013381
621.0,6.1273731225090885e-16,0.008228069197044167
621.5,3.630148419415061e-15,0.04874701082061177
622.0,2.813969809933121e-15,0.03778705466697911
622.5,5.65385371140699e-16,0.007592209359101697
623.0,3.103914625790036e-16,0.004168054370460771
623.5,2.540065441014467e-16,0.0034108962839085764
624.0,2.5716289224115664e-16,0.003453280924739557
624.5,3.128623217364916e-16,0.004201234005057001
625.0,4.231805274606911e-16,0.005682628743461266
625.5,7.338869512482318e-16,0.009854912532575697
626.0,1.991472901861912e-15,0.026742254001741433
626.5,1.8621120219685308e-14,0.25005147006831674
627.0,5.84146626702958e-15,0.07844142619739307
627.5,1.2634927298026176e-15,0.016966659942068422
628.0,6.135309646544062e-16,0.008238726662753881
628.5,4.38866392004426e-16,0.005893264486218942
629.0,4.1536299713222394e-16,0.005577651979019867
629.5,5.408141733985839e-16,0.0072622579896744165
630.0,1.3091772287982617e-15,0.0175801287344088
630.5,1.170805405281269e-14,0.15722019368363235
631.0,1.2439276180663806e-15,0.01670393219561818
631.5,7.208929392582681e-16,0.009680424007618918
632.0,8.322849516937345e-16,0.011176238230111882
632.5,1.52637688179446e-15,0.0204967681142788
633.0,5.591891032853575e-15,0.07509003522509371
633.5,4.532938519091355e-14,0.6087001893848721
634.0,3.758445361456993e-15,0.05046983085422826
634.5,1.325333171200356e-15,0.01779707686106941
635.0,8.393039013778562e-16,0.011270491350554914
635.5,7.220571233790292e-16,0.009696057113865595
636.0,7.608508231214625e-16,0.01021699363838948
636.5,9.469383074919257e-16,0.012715847009142038
637.0,1.3900916974033164e-15,0.01866667893041159
637.5,2.749862648614564e-15,0.03692619937253416
638.0,1.2488871821418292e-14,0.16770531104455733
638.5,2.2036541376679768e-14,0.2959150417081184
639.0,6.0887789448544785e-15,0.08176243470424288
639.5,1.0795795049753819e-14,0.14497003353715635
640.0,7.446914914996428e-14,1.0
640.5,5.531225207317467e-14,0.7427539149371523
641.0,8.926208875032261e-15,0.1198645207702973
641.5,3.465365611657904e-15,0.04653424473374108
642.0,1.8634137915951416e-15,0.02502262766347231
642.5,1.1785898655571467e-15,0.015826552055586526
643.0,8.259823389607865e-16,0.011091604354139216
643.5,6.230863571014535e-16,0.008367040099339612
644.0,4.992477432963969e-16,0.006704088189473242
644.5,4.494768460525074e-16,0.0060357456904383475
645.0,3.6369940746645663e-16,0.004883893687761183
645.5,3.2874466981420353e-16,0.00441450820328543
646.0,3.115056595873483e-16,0.0041830162307890115
646.5,3.096425615141715e-16,0.004157997842712293
647.0,3.248187701393086e-16,0.004361789732352063
647.5,3.629815323382552e-16,0.004874253788065864
648.0,4.38147881610174e-16,0.005883616055929976
648.5,5.837553188728331e-16,0.007838887989673145
649.0,8.91274719902725e-16,0.011968375227544178
649.5,1.6840824661496365e-15,0.02261449855910492
650.0,4.825879609406839e-15,0.06480374308679951
650.5,4.6122496987072787e-14,0.6193503956140596
651.0,1.489154723194258e-14,0.19996934840700706
651.5,3.0517410518289673e-15,0.0409799371506641
652.0,1.4669434322249918e-15,0.019698673195136074
652.5,1.3306406975358107e-15,0.017868348339205496
653.0,4.393098597532033e-15,0.058992195394703795
653.5,6.510013214877615e-15,0.08741892836411892
654.0,1.0441465319099126e-15,0.01402119594259408
654.5,4.928936291950887e-16,0.006618762733578582
655.0,3.272650144801709e-16,0.004394638829847942
655.5,2.547002409640216e-16,0.0034202115086760564
656.0,2.1901737532050288e-16,0.002941048445168222
656.5,2.041552737382243e-16,0.002741474504121177
657.0,2.0627530152777363e-16,0.0027699430419485674
657.5,2.2914323130259136e-16,0.0030770222826253584
658.0,2.887027787795912e-16,0.0038768104923316378
658.5,4.3809053730733585e-16,0.00588284601486609
659.0,9.123475213522255e-16,0.012251348803716835
659.5,3.887799246528227e-15,0.05220684392001129
